Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
GXP^D,Great Plains Energy Inc,98.8,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp^d
GXP^E,Great Plains Energy Inc,98.55,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp^e
GWB,"Great Western Bancorp, Inc.",31.86,$1.76B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gwb
GB,"Greatbatch, Inc.",31.57,$972.24M,2000,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/gb
GDOT,Green Dot Corporation,22.01,$1.06B,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gdot
GBX,"Greenbrier Companies, Inc. (The)",28.65,$804.9M,1994,Capital Goods,Railroads,http://www.nasdaq.com/symbol/gbx
GHL,"Greenhill & Co., Inc.",19.4,$578.72M,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ghl
GEF,Greif Bros. Corporation,39.42,$1.88B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef
GEF.B,Greif Bros. Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef.b
GFF,Griffon Corporation,16.87,$786.05M,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/gff
GPI,"Group 1 Automotive, Inc.",55.91,$1.24B,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpi
GRUB,GrubHub Inc.,29.78,$2.52B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/grub
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",103.21,$5.79B,2006,Transportation,Aerospace,http://www.nasdaq.com/symbol/pac
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",157.45,$4.72B,n/a,Transportation,Aerospace,http://www.nasdaq.com/symbol/asr
AVAL,Grupo Aval Acciones y Valores S.A.,7.92,$8.82B,2014,Finance,Commercial Banks,http://www.nasdaq.com/symbol/aval
BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,8.9,$12.08B,2012,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsmx
SUPV,Grupo Supervielle S.A.,12.85,$854.02M,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/supv
TV,Grupo Televisa S.A.,25.8,$14.92B,1993,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tv
GTT,"GTT Communications, Inc.",17.84,$662.88M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gtt
GSH,Guangshen Railway Company Limited,22.72,$3.22B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gsh
GES,"Guess?, Inc.",15.71,$1.32B,1996,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ges
GBAB,Guggenheim Build America Bonds Managed Duration Trust,22.88,$398.42M,2010,n/a,n/a,http://www.nasdaq.com/symbol/gbab
GGM,Guggenheim Credit Allocation Fund,20.28,$134.44M,2013,n/a,n/a,http://www.nasdaq.com/symbol/ggm
GPM,Guggenheim Enhanced Equity Income Fund,7.46,$142.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gpm
GGE,Guggenheim Enhanced Equity Strategy Fund,15.28,$76.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gge
GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund,16.38,$143.65M,2011,n/a,n/a,http://www.nasdaq.com/symbol/geq
GOF,Guggenheim Strategic Opportunities Fund,17.77,$259.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gof
GWRE,"Guidewire Software, Inc.",61.1,$4.43B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gwre
GLF,"GulfMark Offshore, Inc.",3.56,$91.81M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/glf
HRB,"H&R Block, Inc.",22.59,$5.07B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hrb
FUL,H. B. Fuller Company,47.18,$2.36B,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/ful
HAE,Haemonetics Corporation,29.86,$1.52B,1991,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hae
HK,Halcon Resources Corporation,0.4491,$55.1M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hk
HAL,Halliburton Company,44.62,$38.34B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hal
HYH,"Halyard Health, Inc.",32.2,$1.5B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hyh
HBI,Hanesbrands Inc.,26.63,$10.05B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/hbi
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",20.57,$801.21M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hasi
HOG,"Harley-Davidson, Inc.",46.16,$8.36B,n/a,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/hog
HAR,"Harman International Industries, Incorporated",75.44,$5.32B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/har
HMY,Harmony Gold Mining Company Limited,3.2,$1.4B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hmy
HRS,Harris Corporation,83.5,$10.41B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrs
HSC,Harsco Corporation,6.81,$545.47M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hsc
HHS,"Harte-Hanks, Inc.",1.79,$110.01M,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
HGH,"Hartford Financial Services Group, Inc. (The)",31.94,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hgh
HIG,"Hartford Financial Services Group, Inc. (The)",44.22,$17.4B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hig
HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hig.ws
HNR,Harvest Natural Resources Inc,0.5,$25.71M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hnr
HTS,Hatteras Financial Corp,15.71,$1.49B,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hts
HTS^A,Hatteras Financial Corp,24.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hts^a
HVT,"Haverty Furniture Companies, Inc.",18.07,$400.15M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hvt
HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hvt.a
HE,"Hawaiian Electric Industries, Inc.",33.74,$3.64B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/he
HE^U,"Hawaiian Electric Industries, Inc.",26.5201,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/he^u
HCA,"HCA Holdings, Inc.",78.75,$30.8B,2011,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hca
HCI,"HCI Group, Inc.",28.22,$296.26M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hci
HCJ,"HCI Group, Inc.",25.6,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hcj
HCP,"HCP, Inc.",35.01,$16.35B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcp
HDB,HDFC Bank Limited,66.13,$55.51B,2001,Finance,Commercial Banks,http://www.nasdaq.com/symbol/hdb
HW,Headwaters Incorporated,17.57,$1.3B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/hw
HR,Healthcare Realty Trust Incorporated,33.65,$3.53B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",31.46,$4.3B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hta
HLS,HealthSouth Corporation,39.95,$3.6B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hls
HLS.WS,HealthSouth Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hls.ws
HL,Hecla Mining Company,4.59,$1.76B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl
HL^B,Hecla Mining Company,59,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl^b
HEI,Heico Corporation,65.21,$4.37B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/hei
HEI.A,Heico Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hei.a
HLX,"Helix Energy Solutions Group, Inc.",7.08,$761.32M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hlx
HP,"Helmerich & Payne, Inc.",66.98,$7.24B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hp
HLF,Herbalife LTD.,59.32,$5.5B,2004,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/hlf
HRI$,Herc Holdings Inc.,32.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hri$
HTGC,"Hercules Capital, Inc.",12.14,$894.29M,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgc
HTGX,"Hercules Capital, Inc.",25.65,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/htgx
HTGY,"Hercules Capital, Inc.",25.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htgy
HTGZ,"Hercules Capital, Inc.",25.62,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgz
HRTG,"Heritage Insurance Holdings, Inc.",12.69,$378.53M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hrtg
HT,Hersha Hospitality Trust,18.05,$794.83M,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,26.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,24.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^d
HSY,Hershey Company (The),97.46,$20.8B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",11.08,$4.7B,2006,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/htz
HTZ$,"Hertz Global Holdings, Inc",44.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htz$
HES,Hess Corporation,58.7,$18.59B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hes
HES^A,Hess Corporation,74.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hes^a
HPE,Hewlett Packard Enterprise Company,19.76,$32.84B,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,42.17,$3.92B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hxl
HF,"HFF, Inc.",30.48,$1.16B,2007,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/hf
HGG,"HHGregg, Inc.",1.63,$45.16M,2007,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/hgg
HCLP,Hi-Crush Partners LP,12.2,$452.18M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hclp
ONE           ,"Higher One Holdings, Inc.",3.42,$166.43M,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/one
HIW,"Highwoods Properties, Inc.",49.38,$4.81B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",4.32,$223.41M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,30.85,$1.94B,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,51.12,$3.34B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,21.32,$2.1B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hth
HLT,Hilton Worldwide Holdings Inc.,22.87,$22.64B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hlt
HNI,HNI Corporation,46.94,$2.13B,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,17.53,$461.25M,2014,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hmlp
HEP,"Holly Energy Partners, L.P.",35.61,$2.09B,2004,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,24.4,$4.31B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",127.74,$158.91B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",26.41,$47.6B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,117.3,$89.4B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,32.68,$1.31B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,12.27,$222.8M,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hzn
HTF,Horizon Technology Finance Corporation,25.22,$291.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htf
HRL,Hormel Foods Corporation,34.92,$18.5B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/hrl
HOS,Hornbeck Offshore Services,9.31,$336.9M,2004,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hos
HPT,Hospitality Properties Trust,27.15,$4.11B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
HPT^D,Hospitality Properties Trust,26.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hpt^d
HST,"Host Hotels & Resorts, Inc.",16.65,$12.44B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",23.77,$1.55B,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/hli
HSFC^B.CL,Household Finance Corp,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsfc^b.cl
HOV,Hovnanian Enterprises Inc,1.65,$242.75M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),114.71,$4.57B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hhc
HPQ,HP Inc.,13.33,$22.8B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
HRG,"HRG Group, Inc.",13.8,$2.77B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrg
HSBC,HSBC Holdings plc,32.43,$127.68B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsbc^a
HSEA,HSBC Holdings plc,27.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsea
HSEB,HSBC Holdings plc,26.23,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hseb
HUSI^F.CL,"HSBC USA, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/husi^f.cl
HUSI^G.CL,"HSBC USA, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/husi^g.cl
HUSI^H.CL,"HSBC USA, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/husi^h.cl
HNP,"Huaneng Power International, Inc.",27.41,$10.42B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,101.41,$5.61B,2015,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",46.6,$1.63B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
HBM,HudBay Minerals Inc,5.08,$1.19B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hbm
HBM.WS,HudBay Minerals Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hbm.ws
HPP,"Hudson Pacific Properties, Inc.",28.89,$2.6B,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/hpp
HGT,Hugoton Royalty Trust,2.2964,$91.86M,1999,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hgt
HUM,Humana Inc.,190.07,$28.33B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hum
HII,"Huntington Ingalls Industries, Inc.",161.3,$7.58B,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,15.62,$3.72B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hun
H,Hyatt Hotels Corporation,50.28,$6.76B,2009,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",61.41,$1.01B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/hy
IAG,Iamgold Corporation,3.82,$1.55B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,7.12,$20.68B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",75.26,$3.79B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,85.43,$6.48B,1989,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/iex
IDT,IDT Corporation,13.47,$310.2M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/idt
IHS,IHS Inc.,116.33,$7.84B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ihs
ITW,Illinois Tool Works Inc.,106.07,$38.12B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw
IMN,Imation Corporation,1.67,$62.06M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/imn
IMAX,Imax Corporation,29.08,$1.99B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/imax
IMPV,"Imperva, Inc.",45.46,$1.47B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
IMPR,"Imprivata, Inc.",14.09,$356.86M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impr
IMS,"IMS Health Holdings, Inc.",24.81,$8.18B,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/ims
ICD,"Independence Contract Drilling, Inc.",5.54,$208.46M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,17.26,$297.27M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ihc
IFN,"India Fund, Inc. (The)",23.92,$699.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",47.77,$2.39B,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba
BLOX,Infoblox Inc.,18.61,$1.06B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/blox
INFY,Infosys Limited,18.54,$42.59B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",17.16,$747.76M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hifr
IND,"ING Group, N.V.",26.53,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ind
ING,"ING Group, N.V.",11.86,$45.9B,1997,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ing
INZ,"ING Group, N.V.",26.35,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/inz
ISF,"ING Group, N.V.",25.78,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",26,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isg
ISP,"ING Group, N.V.",26.48,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isp
IR,Ingersoll-Rand plc (Ireland),65.4,$16.84B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,34.5,$1.45B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ngvt
IM,Ingram Micro Inc.,35.18,$5.23B,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/im
INGR,Ingredion Incorporated,124.97,$9B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ingr
IPHI,Inphi Corporation,31.59,$1.28B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi
NSP,"Insperity, Inc.",75.59,$1.62B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp
IBP,"Installed Building Products, Inc.",34.07,$1.07B,2014,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",18.38,$504.04M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inst
I,Intelsat S.A.,2.72,$294.03M,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,250.96,$29.88B,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,39.54,$7.78B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/ihg
IFF,"Internationa Flavors & Fragrances, Inc.",127.28,$10.15B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iff
IBM,International Business Machines Corporation,154.05,$147.88B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm
IGT,International Game Technology,19.64,$3.93B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/igt
IP,International Paper Company,42.45,$17.45B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ip
IOC,InterOil Corporation,42.78,$2.13B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ioc
IPG,"Interpublic Group of Companies, Inc. (The)",24.18,$9.73B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
IPL^D,Interstate Power and Light Company,26.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipl^d
INXN,InterXion Holding N.V.,37.78,$2.65B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
IL,"IntraLinks Holdings, Inc.",7.28,$421.57M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/il
SNOW,"Intrawest Resorts Holdings, Inc.",12.01,$477.2M,2014,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/snow
IPI,"Intrepid Potash, Inc",1.55,$117.9M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/ipi
XON,Intrexon Corporation,24.78,$2.93B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon
IVC,Invacare Corporation,11.6,$376.84M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ivc
INVN,"InvenSense, Inc.",6.31,$587.39M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/invn
VBF,Invesco Bond Fund,18.7269,$213.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,14.45,$691.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,11.06,$819.48M,2007,n/a,n/a,http://www.nasdaq.com/symbol/vta
VLT,Invesco High Income Trust II,13.86,$112.52M,1989,n/a,n/a,http://www.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,14.38,$1.6B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,24.5345,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^b
IVR^A,Invesco Mortgage Capital Inc.,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,8.03,$380.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,14.53,$979.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,13.67,$756.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,14.12,$336.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,28.65,$11.95B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,13.63,$720.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,4.18,$752.55M,1998,n/a,n/a,http://www.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,16.05,$312.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,14.51,$786.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,17.29,$813.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iim
ITG,"Investment Technology Group, Inc.",16.11,$535M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg
IRET,Investors Real Estate Trust,6.31,$763.85M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iret
IRET^,Investors Real Estate Trust,26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^
IRET^B,Investors Real Estate Trust,26.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^b
NVTA,Invitae Corporation,8.18,$262.2M,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/nvta
IO,Ion Geophysical Corporation,6.33,$76.13M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/io
IRM,Iron Mountain Incorporated,38.23,$8.1B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,16.48,$953.66M,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,4.01,$5.21B,2014,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/icl
